22;
46;
22;
46;
44;
20;
45;
20;
20;
45;
21;
23;
47;
46;
21;
45;
46;
20;
21;
45;
21;
46;
20;
21;
54;
46;
20;
45;
46;
47;
21;
46;
20;
21;
20;
44;
45;
21;
48;
53;
47;
45;
22;
45;
45;
24;
45;
21;
46;
20;
48;
23;
46;
21;
45;
46;
45;
47;
20;
21;
22;
45;
48;
21;
29;
46;
24;
45;
23;
47;
47;
19;
21;
45;
24;
47;
24;
46;
51;
20;
46;
19;
21;
45;
47;
23;
21;
21;
46;
20;
48;
21;
22;
20;
45;
21;
20;
45;
23;
